,artifact,prop,prop_mean
1756,artifact1756,2056,2056.0
1757,artifact1757,2057,2057.0
1758,artifact1758,2058,2058.0
1759,artifact1759,2059,2059.0
176,artifact176,476,476.0
1760,artifact1760,2060,2060.0
1761,artifact1761,2061,2061.0
1762,artifact1762,2062,2062.0
1763,artifact1763,2063,2063.0
1764,artifact1764,2064,2064.0
1765,artifact1765,2065,2065.0
1766,artifact1766,2066,2066.0
1767,artifact1767,2067,2067.0
1768,artifact1768,2068,2068.0
1769,artifact1769,2069,2069.0
177,artifact177,477,477.0
1770,artifact1770,2070,2070.0
1771,artifact1771,2071,2071.0
1772,artifact1772,2072,2072.0
1773,artifact1773,2073,2073.0
1774,artifact1774,2074,2074.0
1775,artifact1775,2075,2075.0
1776,artifact1776,2076,2076.0
1777,artifact1777,2077,2077.0
1778,artifact1778,2078,2078.0
1779,artifact1779,2079,2079.0
178,artifact178,478,478.0
1780,artifact1780,2080,2080.0
1781,artifact1781,2081,2081.0
1782,artifact1782,2082,2082.0
1783,artifact1783,2083,2083.0
1784,artifact1784,2084,2084.0
1785,artifact1785,2085,2085.0
1786,artifact1786,2086,2086.0
1787,artifact1787,2087,2087.0
1788,artifact1788,2088,2088.0
1789,artifact1789,2089,2089.0
179,artifact179,479,479.0
1790,artifact1790,2090,2090.0
1791,artifact1791,2091,2091.0
1792,artifact1792,2092,2092.0
1793,artifact1793,2093,2093.0
1794,artifact1794,2094,2094.0
1795,artifact1795,2095,2095.0
1796,artifact1796,2096,2096.0
1797,artifact1797,2097,2097.0
1798,artifact1798,2098,2098.0
1799,artifact1799,2099,2099.0
18,artifact18,318,318.0
180,artifact180,480,480.0
1800,artifact1800,2100,2100.0
1801,artifact1801,2101,2101.0
1802,artifact1802,2102,2102.0
1803,artifact1803,2103,2103.0
1804,artifact1804,2104,2104.0
1805,artifact1805,2105,2105.0
1806,artifact1806,2106,2106.0
1807,artifact1807,2107,2107.0
1808,artifact1808,2108,2108.0
1809,artifact1809,2109,2109.0
181,artifact181,481,481.0
1810,artifact1810,2110,2110.0
1811,artifact1811,2111,2111.0
1812,artifact1812,2112,2112.0
1813,artifact1813,2113,2113.0
1814,artifact1814,2114,2114.0
1815,artifact1815,2115,2115.0
1816,artifact1816,2116,2116.0
1817,artifact1817,2117,2117.0
1818,artifact1818,2118,2118.0
1819,artifact1819,2119,2119.0
182,artifact182,482,482.0
1820,artifact1820,2120,2120.0
1821,artifact1821,2121,2121.0
1822,artifact1822,2122,2122.0
1823,artifact1823,2123,2123.0
1824,artifact1824,2124,2124.0
1825,artifact1825,2125,2125.0
1826,artifact1826,2126,2126.0
1827,artifact1827,2127,2127.0
1828,artifact1828,2128,2128.0
1829,artifact1829,2129,2129.0
183,artifact183,483,483.0
1830,artifact1830,2130,2130.0
1831,artifact1831,2131,2131.0
1832,artifact1832,2132,2132.0
1833,artifact1833,2133,2133.0
1834,artifact1834,2134,2134.0
1835,artifact1835,2135,2135.0
1836,artifact1836,2136,2136.0
1837,artifact1837,2137,2137.0
1838,artifact1838,2138,2138.0
1839,artifact1839,2139,2139.0
184,artifact184,484,484.0
1840,artifact1840,2140,2140.0
1841,artifact1841,2141,2141.0
1842,artifact1842,2142,2142.0
1843,artifact1843,2143,2143.0
1844,artifact1844,2144,2144.0
1845,artifact1845,2145,2145.0
1846,artifact1846,2146,2146.0
1847,artifact1847,2147,2147.0
1848,artifact1848,2148,2148.0
1849,artifact1849,2149,2149.0
185,artifact185,485,485.0
1850,artifact1850,2150,2150.0
1851,artifact1851,2151,2151.0
1852,artifact1852,2152,2152.0
1853,artifact1853,2153,2153.0
1854,artifact1854,2154,2154.0
1855,artifact1855,2155,2155.0
1856,artifact1856,2156,2156.0
1857,artifact1857,2157,2157.0
1858,artifact1858,2158,2158.0
1859,artifact1859,2159,2159.0
186,artifact186,486,486.0
1860,artifact1860,2160,2160.0
1861,artifact1861,2161,2161.0
1862,artifact1862,2162,2162.0
1863,artifact1863,2163,2163.0
1864,artifact1864,2164,2164.0
1865,artifact1865,2165,2165.0
1866,artifact1866,2166,2166.0
1867,artifact1867,2167,2167.0
1868,artifact1868,2168,2168.0
1869,artifact1869,2169,2169.0
187,artifact187,487,487.0
1870,artifact1870,2170,2170.0
1871,artifact1871,2171,2171.0
1872,artifact1872,2172,2172.0
1873,artifact1873,2173,2173.0
1874,artifact1874,2174,2174.0
1875,artifact1875,2175,2175.0
1876,artifact1876,2176,2176.0
1877,artifact1877,2177,2177.0
1878,artifact1878,2178,2178.0
1879,artifact1879,2179,2179.0
188,artifact188,488,488.0
1880,artifact1880,2180,2180.0
1881,artifact1881,2181,2181.0
1882,artifact1882,2182,2182.0
1883,artifact1883,2183,2183.0
1884,artifact1884,2184,2184.0
1885,artifact1885,2185,2185.0
1886,artifact1886,2186,2186.0
1887,artifact1887,2187,2187.0
1888,artifact1888,2188,2188.0
1889,artifact1889,2189,2189.0
189,artifact189,489,489.0
1890,artifact1890,2190,2190.0
1891,artifact1891,2191,2191.0
1892,artifact1892,2192,2192.0
1893,artifact1893,2193,2193.0
1894,artifact1894,2194,2194.0
1895,artifact1895,2195,2195.0
1896,artifact1896,2196,2196.0
1897,artifact1897,2197,2197.0
1898,artifact1898,2198,2198.0
1899,artifact1899,2199,2199.0
19,artifact19,319,319.0
190,artifact190,490,490.0
1900,artifact1900,2200,2200.0
1901,artifact1901,2201,2201.0
1902,artifact1902,2202,2202.0
1903,artifact1903,2203,2203.0
1904,artifact1904,2204,2204.0
1905,artifact1905,2205,2205.0
1906,artifact1906,2206,2206.0
1907,artifact1907,2207,2207.0
1908,artifact1908,2208,2208.0
1909,artifact1909,2209,2209.0
191,artifact191,491,491.0
1910,artifact1910,2210,2210.0
1911,artifact1911,2211,2211.0
1912,artifact1912,2212,2212.0
1913,artifact1913,2213,2213.0
1914,artifact1914,2214,2214.0
1915,artifact1915,2215,2215.0
1916,artifact1916,2216,2216.0
1917,artifact1917,2217,2217.0
1918,artifact1918,2218,2218.0
1919,artifact1919,2219,2219.0
192,artifact192,492,492.0
1920,artifact1920,2220,2220.0
1921,artifact1921,2221,2221.0
1922,artifact1922,2222,2222.0
1923,artifact1923,2223,2223.0
1924,artifact1924,2224,2224.0
1925,artifact1925,2225,2225.0
1926,artifact1926,2226,2226.0
1927,artifact1927,2227,2227.0
1928,artifact1928,2228,2228.0
1929,artifact1929,2229,2229.0
193,artifact193,493,493.0
1930,artifact1930,2230,2230.0
1931,artifact1931,2231,2231.0
1932,artifact1932,2232,2232.0
1933,artifact1933,2233,2233.0
1934,artifact1934,2234,2234.0
1935,artifact1935,2235,2235.0
1936,artifact1936,2236,2236.0
1937,artifact1937,2237,2237.0
1938,artifact1938,2238,2238.0
1939,artifact1939,2239,2239.0
194,artifact194,494,494.0
1940,artifact1940,2240,2240.0
1941,artifact1941,2241,2241.0
1942,artifact1942,2242,2242.0
1943,artifact1943,2243,2243.0
1944,artifact1944,2244,2244.0
1945,artifact1945,2245,2245.0
1946,artifact1946,2246,2246.0
1947,artifact1947,2247,2247.0
1948,artifact1948,2248,2248.0
1949,artifact1949,2249,2249.0
195,artifact195,495,495.0
1950,artifact1950,2250,2250.0
1951,artifact1951,2251,2251.0
1952,artifact1952,2252,2252.0
1953,artifact1953,2253,2253.0
1954,artifact1954,2254,2254.0
1955,artifact1955,2255,2255.0
1956,artifact1956,2256,2256.0
1957,artifact1957,2257,2257.0
1958,artifact1958,2258,2258.0
1959,artifact1959,2259,2259.0
196,artifact196,496,496.0
1960,artifact1960,2260,2260.0
1961,artifact1961,2261,2261.0
1962,artifact1962,2262,2262.0
1963,artifact1963,2263,2263.0
1964,artifact1964,2264,2264.0
1965,artifact1965,2265,2265.0
1966,artifact1966,2266,2266.0
1967,artifact1967,2267,2267.0
1968,artifact1968,2268,2268.0
1969,artifact1969,2269,2269.0
197,artifact197,497,497.0
1970,artifact1970,2270,2270.0
1971,artifact1971,2271,2271.0
1972,artifact1972,2272,2272.0
1973,artifact1973,2273,2273.0
1974,artifact1974,2274,2274.0
1975,artifact1975,2275,2275.0
1976,artifact1976,2276,2276.0
1977,artifact1977,2277,2277.0
1978,artifact1978,2278,2278.0
1979,artifact1979,2279,2279.0
198,artifact198,498,498.0
1980,artifact1980,2280,2280.0
1981,artifact1981,2281,2281.0
1982,artifact1982,2282,2282.0
1983,artifact1983,2283,2283.0
1984,artifact1984,2284,2284.0
1985,artifact1985,2285,2285.0
1986,artifact1986,2286,2286.0
1987,artifact1987,2287,2287.0
1988,artifact1988,2288,2288.0
1989,artifact1989,2289,2289.0
199,artifact199,499,499.0
1990,artifact1990,2290,2290.0
1991,artifact1991,2291,2291.0
1992,artifact1992,2292,2292.0
1993,artifact1993,2293,2293.0
1994,artifact1994,2294,2294.0
1995,artifact1995,2295,2295.0
1996,artifact1996,2296,2296.0
1997,artifact1997,2297,2297.0
1998,artifact1998,2298,2298.0
1999,artifact1999,2299,2299.0
2,artifact2,302,302.0
20,artifact20,320,320.0
200,artifact200,500,500.0
201,artifact201,501,501.0
202,artifact202,502,502.0
203,artifact203,503,503.0
204,artifact204,504,504.0
205,artifact205,505,505.0
206,artifact206,506,506.0
207,artifact207,507,507.0
208,artifact208,508,508.0
209,artifact209,509,509.0
21,artifact21,321,321.0
210,artifact210,510,510.0
211,artifact211,511,511.0
212,artifact212,512,512.0
213,artifact213,513,513.0
214,artifact214,514,514.0
215,artifact215,515,515.0
216,artifact216,516,516.0
217,artifact217,517,517.0
218,artifact218,518,518.0
219,artifact219,519,519.0
22,artifact22,322,322.0
220,artifact220,520,520.0
221,artifact221,521,521.0
222,artifact222,522,522.0
223,artifact223,523,523.0
224,artifact224,524,524.0
225,artifact225,525,525.0
226,artifact226,526,526.0
227,artifact227,527,527.0
228,artifact228,528,528.0
229,artifact229,529,529.0
23,artifact23,323,323.0
230,artifact230,530,530.0
231,artifact231,531,531.0
232,artifact232,532,532.0
233,artifact233,533,533.0
234,artifact234,534,534.0
235,artifact235,535,535.0
236,artifact236,536,536.0
237,artifact237,537,537.0
238,artifact238,538,538.0
239,artifact239,539,539.0
24,artifact24,324,324.0
240,artifact240,540,540.0
241,artifact241,541,541.0
242,artifact242,542,542.0
243,artifact243,543,543.0
244,artifact244,544,544.0
245,artifact245,545,545.0
246,artifact246,546,546.0
247,artifact247,547,547.0
248,artifact248,548,548.0
249,artifact249,549,549.0
25,artifact25,325,325.0
250,artifact250,550,550.0
251,artifact251,551,551.0
252,artifact252,552,552.0
253,artifact253,553,553.0
254,artifact254,554,554.0
255,artifact255,555,555.0
256,artifact256,556,556.0
257,artifact257,557,557.0
258,artifact258,558,558.0
259,artifact259,559,559.0
26,artifact26,326,326.0
260,artifact260,560,560.0
261,artifact261,561,561.0
262,artifact262,562,562.0
263,artifact263,563,563.0
264,artifact264,564,564.0
265,artifact265,565,565.0
266,artifact266,566,566.0
267,artifact267,567,567.0
268,artifact268,568,568.0
269,artifact269,569,569.0
27,artifact27,327,327.0
270,artifact270,570,570.0
271,artifact271,571,571.0
272,artifact272,572,572.0
273,artifact273,573,573.0
274,artifact274,574,574.0
275,artifact275,575,575.0
276,artifact276,576,576.0
277,artifact277,577,577.0
278,artifact278,578,578.0
279,artifact279,579,579.0
28,artifact28,328,328.0
280,artifact280,580,580.0
281,artifact281,581,581.0
282,artifact282,582,582.0
283,artifact283,583,583.0
284,artifact284,584,584.0
285,artifact285,585,585.0
286,artifact286,586,586.0
287,artifact287,587,587.0
288,artifact288,588,588.0
289,artifact289,589,589.0
29,artifact29,329,329.0
290,artifact290,590,590.0
291,artifact291,591,591.0
292,artifact292,592,592.0
293,artifact293,593,593.0
294,artifact294,594,594.0
295,artifact295,595,595.0
296,artifact296,596,596.0
297,artifact297,597,597.0
298,artifact298,598,598.0
299,artifact299,599,599.0
3,artifact3,303,303.0
30,artifact30,330,330.0
300,artifact300,600,600.0
301,artifact301,601,601.0
302,artifact302,602,602.0
303,artifact303,603,603.0
304,artifact304,604,604.0
305,artifact305,605,605.0
306,artifact306,606,606.0
307,artifact307,607,607.0
308,artifact308,608,608.0
309,artifact309,609,609.0
31,artifact31,331,331.0
310,artifact310,610,610.0
311,artifact311,611,611.0
312,artifact312,612,612.0
313,artifact313,613,613.0
314,artifact314,614,614.0
315,artifact315,615,615.0
316,artifact316,616,616.0
317,artifact317,617,617.0
318,artifact318,618,618.0
319,artifact319,619,619.0
32,artifact32,332,332.0
320,artifact320,620,620.0
321,artifact321,621,621.0
322,artifact322,622,622.0
323,artifact323,623,623.0
324,artifact324,624,624.0
325,artifact325,625,625.0
326,artifact326,626,626.0
327,artifact327,627,627.0
328,artifact328,628,628.0
329,artifact329,629,629.0
33,artifact33,333,333.0
330,artifact330,630,630.0
331,artifact331,631,631.0
332,artifact332,632,632.0
333,artifact333,633,633.0
334,artifact334,634,634.0
335,artifact335,635,635.0
336,artifact336,636,636.0
337,artifact337,637,637.0
338,artifact338,638,638.0
339,artifact339,639,639.0
34,artifact34,334,334.0
340,artifact340,640,640.0
341,artifact341,641,641.0
342,artifact342,642,642.0
343,artifact343,643,643.0
344,artifact344,644,644.0
345,artifact345,645,645.0
346,artifact346,646,646.0
347,artifact347,647,647.0
348,artifact348,648,648.0
349,artifact349,649,649.0
35,artifact35,335,335.0
350,artifact350,650,650.0
351,artifact351,651,651.0
352,artifact352,652,652.0
353,artifact353,653,653.0
354,artifact354,654,654.0
355,artifact355,655,655.0
356,artifact356,656,656.0
357,artifact357,657,657.0
358,artifact358,658,658.0
359,artifact359,659,659.0
36,artifact36,336,336.0
360,artifact360,660,660.0
361,artifact361,661,661.0
362,artifact362,662,662.0
363,artifact363,663,663.0
364,artifact364,664,664.0
365,artifact365,665,665.0
366,artifact366,666,666.0
367,artifact367,667,667.0
368,artifact368,668,668.0
369,artifact369,669,669.0
37,artifact37,337,337.0
370,artifact370,670,670.0
371,artifact371,671,671.0
372,artifact372,672,672.0
373,artifact373,673,673.0
374,artifact374,674,674.0
375,artifact375,675,675.0
376,artifact376,676,676.0
377,artifact377,677,677.0
378,artifact378,678,678.0
379,artifact379,679,679.0
38,artifact38,338,338.0
380,artifact380,680,680.0
381,artifact381,681,681.0
382,artifact382,682,682.0
383,artifact383,683,683.0
384,artifact384,684,684.0
385,artifact385,685,685.0
386,artifact386,686,686.0
387,artifact387,687,687.0
388,artifact388,688,688.0
389,artifact389,689,689.0
39,artifact39,339,339.0
390,artifact390,690,690.0
391,artifact391,691,691.0
392,artifact392,692,692.0
393,artifact393,693,693.0
394,artifact394,694,694.0
395,artifact395,695,695.0
396,artifact396,696,696.0
397,artifact397,697,697.0
398,artifact398,698,698.0
399,artifact399,699,699.0
4,artifact4,304,304.0
40,artifact40,340,340.0
400,artifact400,700,700.0
401,artifact401,701,701.0
402,artifact402,702,702.0
403,artifact403,703,703.0
404,artifact404,704,704.0
405,artifact405,705,705.0
406,artifact406,706,706.0
407,artifact407,707,707.0
408,artifact408,708,708.0
409,artifact409,709,709.0
41,artifact41,341,341.0
410,artifact410,710,710.0
411,artifact411,711,711.0
412,artifact412,712,712.0
413,artifact413,713,713.0
414,artifact414,714,714.0
415,artifact415,715,715.0
416,artifact416,716,716.0
417,artifact417,717,717.0
418,artifact418,718,718.0
419,artifact419,719,719.0
42,artifact42,342,342.0
420,artifact420,720,720.0
421,artifact421,721,721.0
422,artifact422,722,722.0
423,artifact423,723,723.0
424,artifact424,724,724.0
425,artifact425,725,725.0
426,artifact426,726,726.0
427,artifact427,727,727.0
428,artifact428,728,728.0
429,artifact429,729,729.0
43,artifact43,343,343.0
430,artifact430,730,730.0
431,artifact431,731,731.0
432,artifact432,732,732.0
433,artifact433,733,733.0
434,artifact434,734,734.0
435,artifact435,735,735.0
436,artifact436,736,736.0
437,artifact437,737,737.0
438,artifact438,738,738.0
439,artifact439,739,739.0
44,artifact44,344,344.0
440,artifact440,740,740.0
441,artifact441,741,741.0
442,artifact442,742,742.0
443,artifact443,743,743.0
444,artifact444,744,744.0
445,artifact445,745,745.0
446,artifact446,746,746.0
447,artifact447,747,747.0
448,artifact448,748,748.0
449,artifact449,749,749.0
45,artifact45,345,345.0
450,artifact450,750,750.0
451,artifact451,751,751.0
452,artifact452,752,752.0
453,artifact453,753,753.0
454,artifact454,754,754.0
455,artifact455,755,755.0
456,artifact456,756,756.0
457,artifact457,757,757.0
458,artifact458,758,758.0
459,artifact459,759,759.0
46,artifact46,346,346.0
460,artifact460,760,760.0
461,artifact461,761,761.0
462,artifact462,762,762.0
463,artifact463,763,763.0
464,artifact464,764,764.0
465,artifact465,765,765.0
466,artifact466,766,766.0
467,artifact467,767,767.0
468,artifact468,768,768.0
469,artifact469,769,769.0
47,artifact47,347,347.0
470,artifact470,770,770.0
471,artifact471,771,771.0
472,artifact472,772,772.0
473,artifact473,773,773.0
474,artifact474,774,774.0
475,artifact475,775,775.0
476,artifact476,776,776.0
477,artifact477,777,777.0
478,artifact478,778,778.0
479,artifact479,779,779.0
48,artifact48,348,348.0
480,artifact480,780,780.0
481,artifact481,781,781.0
482,artifact482,782,782.0
483,artifact483,783,783.0
484,artifact484,784,784.0
485,artifact485,785,785.0
486,artifact486,786,786.0
487,artifact487,787,787.0
488,artifact488,788,788.0
489,artifact489,789,789.0
49,artifact49,349,349.0
490,artifact490,790,790.0
491,artifact491,791,791.0
492,artifact492,792,792.0
493,artifact493,793,793.0
494,artifact494,794,794.0
495,artifact495,795,795.0
496,artifact496,796,796.0
497,artifact497,797,797.0
498,artifact498,798,798.0
499,artifact499,799,799.0
5,artifact5,305,305.0
50,artifact50,350,350.0
500,artifact500,800,800.0
501,artifact501,801,801.0
502,artifact502,802,802.0
503,artifact503,803,803.0
504,artifact504,804,804.0
505,artifact505,805,805.0
506,artifact506,806,806.0
507,artifact507,807,807.0
508,artifact508,808,808.0
509,artifact509,809,809.0
51,artifact51,351,351.0
510,artifact510,810,810.0
511,artifact511,811,811.0
512,artifact512,812,812.0
513,artifact513,813,813.0
514,artifact514,814,814.0
515,artifact515,815,815.0
516,artifact516,816,816.0
517,artifact517,817,817.0
518,artifact518,818,818.0
519,artifact519,819,819.0
52,artifact52,352,352.0
520,artifact520,820,820.0
521,artifact521,821,821.0
522,artifact522,822,822.0
523,artifact523,823,823.0
524,artifact524,824,824.0
525,artifact525,825,825.0
526,artifact526,826,826.0
527,artifact527,827,827.0
528,artifact528,828,828.0
529,artifact529,829,829.0
53,artifact53,353,353.0
530,artifact530,830,830.0
531,artifact531,831,831.0
532,artifact532,832,832.0
533,artifact533,833,833.0
534,artifact534,834,834.0
535,artifact535,835,835.0
536,artifact536,836,836.0
537,artifact537,837,837.0
538,artifact538,838,838.0
539,artifact539,839,839.0
54,artifact54,354,354.0
540,artifact540,840,840.0
541,artifact541,841,841.0
542,artifact542,842,842.0
543,artifact543,843,843.0
544,artifact544,844,844.0
545,artifact545,845,845.0
546,artifact546,846,846.0
547,artifact547,847,847.0
548,artifact548,848,848.0
549,artifact549,849,849.0
55,artifact55,355,355.0
550,artifact550,850,850.0
551,artifact551,851,851.0
552,artifact552,852,852.0
553,artifact553,853,853.0
554,artifact554,854,854.0
555,artifact555,855,855.0
556,artifact556,856,856.0
557,artifact557,857,857.0
558,artifact558,858,858.0
559,artifact559,859,859.0
56,artifact56,356,356.0
560,artifact560,860,860.0
561,artifact561,861,861.0
562,artifact562,862,862.0
563,artifact563,863,863.0
564,artifact564,864,864.0
565,artifact565,865,865.0
566,artifact566,866,866.0
567,artifact567,867,867.0
568,artifact568,868,868.0
569,artifact569,869,869.0
57,artifact57,357,357.0
570,artifact570,870,870.0
571,artifact571,871,871.0
572,artifact572,872,872.0
573,artifact573,873,873.0
574,artifact574,874,874.0
575,artifact575,875,875.0
576,artifact576,876,876.0
577,artifact577,877,877.0
578,artifact578,878,878.0
579,artifact579,879,879.0
58,artifact58,358,358.0
580,artifact580,880,880.0
581,artifact581,881,881.0
582,artifact582,882,882.0
583,artifact583,883,883.0
584,artifact584,884,884.0
585,artifact585,885,885.0
586,artifact586,886,886.0
587,artifact587,887,887.0
588,artifact588,888,888.0
589,artifact589,889,889.0
59,artifact59,359,359.0
590,artifact590,890,890.0
591,artifact591,891,891.0
592,artifact592,892,892.0
593,artifact593,893,893.0
594,artifact594,894,894.0
595,artifact595,895,895.0
596,artifact596,896,896.0
597,artifact597,897,897.0
598,artifact598,898,898.0
599,artifact599,899,899.0
6,artifact6,306,306.0
60,artifact60,360,360.0
600,artifact600,900,900.0
601,artifact601,901,901.0
602,artifact602,902,902.0
603,artifact603,903,903.0
604,artifact604,904,904.0
605,artifact605,905,905.0
606,artifact606,906,906.0
607,artifact607,907,907.0
608,artifact608,908,908.0
609,artifact609,909,909.0
61,artifact61,361,361.0
610,artifact610,910,910.0
611,artifact611,911,911.0
612,artifact612,912,912.0
613,artifact613,913,913.0
614,artifact614,914,914.0
615,artifact615,915,915.0
616,artifact616,916,916.0
617,artifact617,917,917.0
618,artifact618,918,918.0
619,artifact619,919,919.0
62,artifact62,362,362.0
620,artifact620,920,920.0
621,artifact621,921,921.0
622,artifact622,922,922.0
623,artifact623,923,923.0
624,artifact624,924,924.0
625,artifact625,925,925.0
626,artifact626,926,926.0
627,artifact627,927,927.0
628,artifact628,928,928.0
629,artifact629,929,929.0
63,artifact63,363,363.0
630,artifact630,930,930.0
631,artifact631,931,931.0
632,artifact632,932,932.0
633,artifact633,933,933.0
634,artifact634,934,934.0
635,artifact635,935,935.0
636,artifact636,936,936.0
637,artifact637,937,937.0
638,artifact638,938,938.0
639,artifact639,939,939.0
64,artifact64,364,364.0
640,artifact640,940,940.0
641,artifact641,941,941.0
642,artifact642,942,942.0
643,artifact643,943,943.0
644,artifact644,944,944.0
645,artifact645,945,945.0
646,artifact646,946,946.0
647,artifact647,947,947.0
648,artifact648,948,948.0
649,artifact649,949,949.0
65,artifact65,365,365.0
650,artifact650,950,950.0
651,artifact651,951,951.0
652,artifact652,952,952.0
653,artifact653,953,953.0
654,artifact654,954,954.0
655,artifact655,955,955.0
656,artifact656,956,956.0
657,artifact657,957,957.0
658,artifact658,958,958.0
659,artifact659,959,959.0
66,artifact66,366,366.0
660,artifact660,960,960.0
661,artifact661,961,961.0
662,artifact662,962,962.0
663,artifact663,963,963.0
664,artifact664,964,964.0
665,artifact665,965,965.0
666,artifact666,966,966.0
667,artifact667,967,967.0
668,artifact668,968,968.0
669,artifact669,969,969.0
67,artifact67,367,367.0
670,artifact670,970,970.0
671,artifact671,971,971.0
672,artifact672,972,972.0
673,artifact673,973,973.0
674,artifact674,974,974.0
675,artifact675,975,975.0
676,artifact676,976,976.0
677,artifact677,977,977.0
678,artifact678,978,978.0
679,artifact679,979,979.0
68,artifact68,368,368.0
680,artifact680,980,980.0
681,artifact681,981,981.0
682,artifact682,982,982.0
683,artifact683,983,983.0
684,artifact684,984,984.0
685,artifact685,985,985.0
686,artifact686,986,986.0
687,artifact687,987,987.0
688,artifact688,988,988.0
689,artifact689,989,989.0
69,artifact69,369,369.0
690,artifact690,990,990.0
691,artifact691,991,991.0
692,artifact692,992,992.0
693,artifact693,993,993.0
694,artifact694,994,994.0
695,artifact695,995,995.0
696,artifact696,996,996.0
697,artifact697,997,997.0
698,artifact698,998,998.0
699,artifact699,999,999.0
7,artifact7,307,307.0
70,artifact70,370,370.0
700,artifact700,1000,1000.0
701,artifact701,1001,1001.0
702,artifact702,1002,1002.0
703,artifact703,1003,1003.0
704,artifact704,1004,1004.0
705,artifact705,1005,1005.0
706,artifact706,1006,1006.0
707,artifact707,1007,1007.0
708,artifact708,1008,1008.0
709,artifact709,1009,1009.0
71,artifact71,371,371.0
710,artifact710,1010,1010.0
711,artifact711,1011,1011.0
712,artifact712,1012,1012.0
713,artifact713,1013,1013.0
714,artifact714,1014,1014.0
715,artifact715,1015,1015.0
716,artifact716,1016,1016.0
717,artifact717,1017,1017.0
718,artifact718,1018,1018.0
719,artifact719,1019,1019.0
72,artifact72,372,372.0
720,artifact720,1020,1020.0
721,artifact721,1021,1021.0
722,artifact722,1022,1022.0
723,artifact723,1023,1023.0
724,artifact724,1024,1024.0
725,artifact725,1025,1025.0
726,artifact726,1026,1026.0
727,artifact727,1027,1027.0
728,artifact728,1028,1028.0
729,artifact729,1029,1029.0
73,artifact73,373,373.0
730,artifact730,1030,1030.0
731,artifact731,1031,1031.0
732,artifact732,1032,1032.0
733,artifact733,1033,1033.0
734,artifact734,1034,1034.0
735,artifact735,1035,1035.0
736,artifact736,1036,1036.0
737,artifact737,1037,1037.0
738,artifact738,1038,1038.0
739,artifact739,1039,1039.0
74,artifact74,374,374.0
740,artifact740,1040,1040.0
741,artifact741,1041,1041.0
742,artifact742,1042,1042.0
743,artifact743,1043,1043.0
744,artifact744,1044,1044.0
745,artifact745,1045,1045.0
746,artifact746,1046,1046.0
747,artifact747,1047,1047.0
748,artifact748,1048,1048.0
749,artifact749,1049,1049.0
75,artifact75,375,375.0
750,artifact750,1050,1050.0
751,artifact751,1051,1051.0
752,artifact752,1052,1052.0
753,artifact753,1053,1053.0
754,artifact754,1054,1054.0
755,artifact755,1055,1055.0
756,artifact756,1056,1056.0
757,artifact757,1057,1057.0
758,artifact758,1058,1058.0
759,artifact759,1059,1059.0
76,artifact76,376,376.0
760,artifact760,1060,1060.0
761,artifact761,1061,1061.0
762,artifact762,1062,1062.0
763,artifact763,1063,1063.0
764,artifact764,1064,1064.0
765,artifact765,1065,1065.0
766,artifact766,1066,1066.0
767,artifact767,1067,1067.0
768,artifact768,1068,1068.0
769,artifact769,1069,1069.0
77,artifact77,377,377.0
770,artifact770,1070,1070.0
771,artifact771,1071,1071.0
772,artifact772,1072,1072.0
773,artifact773,1073,1073.0
774,artifact774,1074,1074.0
775,artifact775,1075,1075.0
776,artifact776,1076,1076.0
777,artifact777,1077,1077.0
778,artifact778,1078,1078.0
779,artifact779,1079,1079.0
78,artifact78,378,378.0
780,artifact780,1080,1080.0
781,artifact781,1081,1081.0
782,artifact782,1082,1082.0
783,artifact783,1083,1083.0
784,artifact784,1084,1084.0
785,artifact785,1085,1085.0
786,artifact786,1086,1086.0
787,artifact787,1087,1087.0
788,artifact788,1088,1088.0
789,artifact789,1089,1089.0
79,artifact79,379,379.0
790,artifact790,1090,1090.0
791,artifact791,1091,1091.0
792,artifact792,1092,1092.0
793,artifact793,1093,1093.0
794,artifact794,1094,1094.0
795,artifact795,1095,1095.0
796,artifact796,1096,1096.0
797,artifact797,1097,1097.0
798,artifact798,1098,1098.0
799,artifact799,1099,1099.0
8,artifact8,308,308.0
80,artifact80,380,380.0
800,artifact800,1100,1100.0
801,artifact801,1101,1101.0
802,artifact802,1102,1102.0
803,artifact803,1103,1103.0
804,artifact804,1104,1104.0
805,artifact805,1105,1105.0
806,artifact806,1106,1106.0
807,artifact807,1107,1107.0
808,artifact808,1108,1108.0
809,artifact809,1109,1109.0
81,artifact81,381,381.0
810,artifact810,1110,1110.0
811,artifact811,1111,1111.0
812,artifact812,1112,1112.0
813,artifact813,1113,1113.0
814,artifact814,1114,1114.0
815,artifact815,1115,1115.0
816,artifact816,1116,1116.0
817,artifact817,1117,1117.0
818,artifact818,1118,1118.0
819,artifact819,1119,1119.0
82,artifact82,382,382.0
820,artifact820,1120,1120.0
821,artifact821,1121,1121.0
822,artifact822,1122,1122.0
823,artifact823,1123,1123.0
824,artifact824,1124,1124.0
825,artifact825,1125,1125.0
826,artifact826,1126,1126.0
827,artifact827,1127,1127.0
828,artifact828,1128,1128.0
829,artifact829,1129,1129.0
83,artifact83,383,383.0
830,artifact830,1130,1130.0
831,artifact831,1131,1131.0
832,artifact832,1132,1132.0
833,artifact833,1133,1133.0
834,artifact834,1134,1134.0
835,artifact835,1135,1135.0
836,artifact836,1136,1136.0
837,artifact837,1137,1137.0
