artifact,prop
artifact1742,2042
artifact1743,2043
artifact1744,2044
artifact1745,2045
artifact1746,2046
artifact1747,2047
artifact1748,2048
artifact1749,2049
artifact1750,2050
artifact1751,2051
artifact1752,2052
artifact1753,2053
artifact1754,2054
artifact1755,2055
artifact1756,2056
artifact1757,2057
artifact1758,2058
artifact1759,2059
artifact1760,2060
artifact1761,2061
artifact1762,2062
artifact1763,2063
artifact1764,2064
artifact1765,2065
artifact1766,2066
artifact1767,2067
artifact1768,2068
artifact1769,2069
artifact1770,2070
artifact1771,2071
artifact1772,2072
artifact1773,2073
artifact1774,2074
artifact1775,2075
artifact1776,2076
artifact1777,2077
artifact1778,2078
artifact1779,2079
artifact1780,2080
artifact1781,2081
artifact1782,2082
artifact1783,2083
artifact1784,2084
artifact1785,2085
artifact1786,2086
artifact1787,2087
artifact1788,2088
artifact1789,2089
artifact1790,2090
artifact1791,2091
artifact1792,2092
artifact1793,2093
artifact1794,2094
artifact1795,2095
artifact1796,2096
artifact1797,2097
artifact1798,2098
artifact1799,2099
artifact1800,2100
artifact1801,2101
artifact1802,2102
artifact1803,2103
artifact1804,2104
artifact1805,2105
artifact1806,2106
artifact1807,2107
artifact1808,2108
artifact1809,2109
artifact1810,2110
artifact1811,2111
artifact1812,2112
artifact1813,2113
artifact1814,2114
artifact1815,2115
artifact1816,2116
artifact1817,2117
artifact1818,2118
artifact1819,2119
artifact1820,2120
artifact1821,2121
artifact1822,2122
artifact1823,2123
artifact1824,2124
artifact1825,2125
artifact1826,2126
artifact1827,2127
artifact1828,2128
artifact1829,2129
artifact1830,2130
artifact1831,2131
artifact1832,2132
artifact1833,2133
artifact1834,2134
artifact1835,2135
artifact1836,2136
artifact1837,2137
artifact1838,2138
artifact1839,2139
artifact1840,2140
artifact1841,2141
artifact1842,2142
artifact1843,2143
artifact1844,2144
artifact1845,2145
artifact1846,2146
artifact1847,2147
artifact1848,2148
artifact1849,2149
artifact1850,2150
artifact1851,2151
artifact1852,2152
artifact1853,2153
artifact1854,2154
artifact1855,2155
artifact1856,2156
artifact1857,2157
artifact1858,2158
artifact1859,2159
artifact1860,2160
artifact1861,2161
artifact1862,2162
artifact1863,2163
artifact1864,2164
artifact1865,2165
artifact1866,2166
artifact1867,2167
artifact1868,2168
artifact1869,2169
artifact1870,2170
artifact1871,2171
artifact1872,2172
artifact1873,2173
artifact1874,2174
artifact1875,2175
artifact1876,2176
artifact1877,2177
artifact1878,2178
artifact1879,2179
artifact1880,2180
artifact1881,2181
artifact1882,2182
artifact1883,2183
artifact1884,2184
artifact1885,2185
artifact1886,2186
artifact1887,2187
artifact1888,2188
artifact1889,2189
artifact1890,2190
artifact1891,2191
artifact1892,2192
artifact1893,2193
artifact1894,2194
artifact1895,2195
artifact1896,2196
artifact1897,2197
artifact1898,2198
artifact1899,2199
artifact1900,2200
artifact1901,2201
artifact1902,2202
artifact1903,2203
artifact1904,2204
artifact1905,2205
artifact1906,2206
artifact1907,2207
artifact1908,2208
artifact1909,2209
artifact1910,2210
artifact1911,2211
artifact1912,2212
artifact1913,2213
artifact1914,2214
artifact1915,2215
artifact1916,2216
artifact1917,2217
artifact1918,2218
artifact1919,2219
artifact1920,2220
artifact1921,2221
artifact1922,2222
artifact1923,2223
artifact1924,2224
artifact1925,2225
artifact1926,2226
artifact1927,2227
artifact1928,2228
artifact1929,2229
artifact1930,2230
artifact1931,2231
artifact1932,2232
artifact1933,2233
artifact1934,2234
artifact1935,2235
artifact1936,2236
artifact1937,2237
artifact1938,2238
artifact1939,2239
artifact1940,2240
artifact1941,2241
artifact1942,2242
artifact1943,2243
artifact1944,2244
artifact1945,2245
artifact1946,2246
artifact1947,2247
artifact1948,2248
artifact1949,2249
artifact1950,2250
artifact1951,2251
artifact1952,2252
artifact1953,2253
artifact1954,2254
artifact1955,2255
artifact1956,2256
artifact1957,2257
artifact1958,2258
artifact1959,2259
artifact1960,2260
artifact1961,2261
artifact1962,2262
artifact1963,2263
artifact1964,2264
artifact1965,2265
artifact1966,2266
artifact1967,2267
artifact1968,2268
artifact1969,2269
artifact1970,2270
artifact1971,2271
artifact1972,2272
artifact1973,2273
artifact1974,2274
artifact1975,2275
artifact1976,2276
artifact1977,2277
artifact1978,2278
artifact1979,2279
artifact1980,2280
artifact1981,2281
artifact1982,2282
artifact1983,2283
artifact1984,2284
artifact1985,2285
artifact1986,2286
artifact1987,2287
artifact1988,2288
artifact1989,2289
artifact1990,2290
artifact1991,2291
artifact1992,2292
artifact1993,2293
artifact1994,2294
artifact1995,2295
artifact1996,2296
artifact1997,2297
artifact1998,2298
artifact1999,2299
